,Restaurant,Type,Yelp,Notes
216,Tea Ren’s Tea Time,Boba,https://www.yelp.com/biz/cha-an-new-york?adjust_creative=piqd968yUGHQDL1ei6gj2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=piqd968yUGHQDL1ei6gj2w,
217,Bubbly Tea,Boba,https://www.yelp.com/biz/bubbly-tea-new-york?adjust_creative=piqd968yUGHQDL1ei6gj2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=piqd968yUGHQDL1ei6gj2w,
218,Cha Chan Tang,Boba,https://www.yelp.com/biz/cha-chan-tang-new-york?adjust_creative=piqd968yUGHQDL1ei6gj2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=piqd968yUGHQDL1ei6gj2w,
219,Pa Tea,Boba,https://www.yelp.com/biz/patea-new-york-2?adjust_creative=piqd968yUGHQDL1ei6gj2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=piqd968yUGHQDL1ei6gj2w,
220,,,https://www.yelp.com/biz/nan-xiang-xiao-long-bao-flushing?adjust_creative=piqd968yUGHQDL1ei6gj2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=piqd968yUGHQDL1ei6gj2w,
221,,,https://www.yelp.com/biz/nan-xiang-xiao-long-bao-flushing?adjust_creative=piqd968yUGHQDL1ei6gj2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=piqd968yUGHQDL1ei6gj2w,
222,~~~ Sectionless ~~~ ℅ S.K.,,nan,
223,1. Pies ‘n’ Thighs,Sectionless,https://www.yelp.com/biz/pies-n-thighs-brooklyn?adjust_creative=piqd968yUGHQDL1ei6gj2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=piqd968yUGHQDL1ei6gj2w,
224,2. S’mac,Sectionless,https://www.yelp.com/biz/smac-new-york?adjust_creative=piqd968yUGHQDL1ei6gj2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=piqd968yUGHQDL1ei6gj2w,
225,3. Potatopia,Sectionless,https://www.yelp.com/biz/potatopia-staten-island-2?adjust_creative=piqd968yUGHQDL1ei6gj2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=piqd968yUGHQDL1ei6gj2w,
226,4. Kobeyaki,Sectionless,https://www.yelp.com/biz/kobeyaki-new-york-2?adjust_creative=piqd968yUGHQDL1ei6gj2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=piqd968yUGHQDL1ei6gj2w,
227,5. East Japanese Market - sushi on a conveyor belt!! :o,Sectionless,nan,
228,6. Minca,Sectionless,https://www.yelp.com/biz/minca-new-york?adjust_creative=piqd968yUGHQDL1ei6gj2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=piqd968yUGHQDL1ei6gj2w,
229,7. Nippori,Sectionless,https://www.yelp.com/biz/kahve-new-york?adjust_creative=piqd968yUGHQDL1ei6gj2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=piqd968yUGHQDL1ei6gj2w,
230,"8. Milk and Honey - New Kirk, Brooklyn",Sectionless,https://www.yelp.com/biz/eleven-madison-park-new-york?adjust_creative=piqd968yUGHQDL1ei6gj2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=piqd968yUGHQDL1ei6gj2w,
231,9. Hong Kong station - create your own noodles!,Sectionless,https://www.yelp.com/biz/ippudo-new-york-10?adjust_creative=piqd968yUGHQDL1ei6gj2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=piqd968yUGHQDL1ei6gj2w,
232,10. Anything in eataly!!!,Sectionless,https://www.yelp.com/biz/gramercy-tavern-new-york?adjust_creative=piqd968yUGHQDL1ei6gj2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=piqd968yUGHQDL1ei6gj2w,
233,11. Two Hands - acai bowl is amazing,Sectionless,https://www.yelp.com/biz/abc-kitchen-new-york?adjust_creative=piqd968yUGHQDL1ei6gj2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=piqd968yUGHQDL1ei6gj2w,
234,12. Little Choc Apothecary,Sectionless,https://www.yelp.com/biz/parm-new-york?adjust_creative=piqd968yUGHQDL1ei6gj2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=piqd968yUGHQDL1ei6gj2w,
235,13. Cotton Candy Machine - Williamsburg,Sectionless,https://www.yelp.com/biz/traif-brooklyn?adjust_creative=piqd968yUGHQDL1ei6gj2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=piqd968yUGHQDL1ei6gj2w,
236,14. ROLL N ROASTER!! - amazing roast beef in sheepshead bay,Sectionless,nan,
237,22. Play J ice cream truck - usually around St. Marks,Sectionless,nan,
238,23. Hirokos Place,Sectionless,https://www.yelp.com/biz/sakaya-new-york?adjust_creative=piqd968yUGHQDL1ei6gj2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=piqd968yUGHQDL1ei6gj2w,
239,24. Mac Bar - not as good as S’mac but still good.,Sectionless,nan,
